,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
747,male,30.0,3rd,C,Greece,2683.0,6.0809,0.0,0.0,no
748,male,44.0,3rd,S,Unknown,349235.0,7.1711,0.0,0.0,no
749,male,20.0,3rd,S,Scotland,42795.0,7.11,0.0,0.0,no
750,female,57.0,2nd,S,England,3.0,10.1,0.0,0.0,no
751,female,21.0,3rd,Q,Ireland,370370.0,7.15,0.0,0.0,yes
752,female,16.0,1st,S,United States,24160.0,211.0609,0.0,1.0,yes
753,male,24.0,3rd,S,Norway,17369.0,7.021,0.0,0.0,yes
754,male,22.0,3rd,S,Finland,3101275.0,7.0206,0.0,0.0,no
755,male,30.0,1st,S,United States,110469.0,26.0,0.0,0.0,no
756,female,20.0,3rd,Q,Ireland,330924.0,7.1707,0.0,0.0,no
757,female,20.0,1st,S,England,110152.0,86.1,0.0,0.0,yes
758,male,34.0,3rd,S,England,2816.0,8.01,0.0,0.0,no
759,male,29.0,3rd,S,Finland,3101268.0,7.1806,0.0,0.0,no
760,male,25.0,2nd,C,France,237735.0,15.0,0.0,0.0,no
761,male,1.0,2nd,C,France,2079.0,37.0,0.0,2.0,yes
762,male,45.0,2nd,C,France,2079.0,37.0,1.0,1.0,no
763,female,24.0,2nd,C,France,2079.0,37.0,1.0,1.0,yes
764,male,18.0,3rd,C,Lebanon,2677.0,7.0407,0.0,0.0,yes
765,female,32.0,3rd,Q,Ireland,364850.0,7.15,0.0,0.0,no
766,male,30.0,2nd,C,United States,32861.0,15.1107,0.0,0.0,no
767,female,28.0,3rd,Q,Ireland,36866.0,7.1409,0.0,0.0,yes
768,male,25.0,3rd,C,Turkey,2655.0,7.0407,0.0,0.0,no
769,male,29.0,1st,C,France,11774.0,29.14,0.0,0.0,yes
770,male,23.0,3rd,S,Yugoslavia,349238.0,7.1711,0.0,0.0,no
771,male,35.0,3rd,S,Bulgaria,349213.0,7.1711,0.0,0.0,no
772,male,33.0,3rd,C,Slovenia,349257.0,7.1711,0.0,0.0,no
773,male,18.0,1st,S,United States,113773.0,53.02,1.0,0.0,no
774,female,18.0,1st,S,Scotland,113773.0,53.02,1.0,0.0,yes
775,male,30.0,3rd,C,Bulgaria,349255.0,7.1711,0.0,0.0,no
776,male,23.0,2nd,S,England,28228.0,13.0,0.0,0.0,no
777,male,36.0,2nd,S,England,239059.0,16.0,0.0,0.0,no
778,female,24.0,1st,C,Belgium,17482.0,49.1001,0.0,0.0,yes
779,male,46.0,1st,S,Canada,13050.0,75.041,0.0,0.0,no
780,female,25.0,3rd,Q,Ireland,383123.0,7.15,0.0,0.0,yes
781,male,55.0,1st,S,United States,17463.0,51.1703,0.0,0.0,no
782,male,19.0,3rd,Q,United States,367228.0,7.15,0.0,0.0,yes
783,female,29.0,3rd,Q,Ireland,367226.0,23.05,2.0,0.0,yes
784,female,26.0,3rd,Q,Ireland,367226.0,23.05,2.0,0.0,yes
785,male,24.0,3rd,Q,Ireland,367226.0,23.05,2.0,0.0,yes
786,male,32.0,2nd,S,Australia,237216.0,13.1,0.0,0.0,no
787,male,32.0,2nd,S,Canada,233478.0,13.0,0.0,0.0,no
788,female,31.0,3rd,Q,Ireland,330932.0,7.1508,0.0,0.0,yes
789,male,20.0,3rd,Q,Ireland,36568.0,15.1,0.0,0.0,no
790,male,35.0,1st,S,Ireland,17473.0,26.0509,0.0,0.0,yes
791,female,22.0,3rd,Q,Ireland,330931.0,7.1707,0.0,0.0,yes
792,female,17.0,3rd,Q,United States,330923.0,8.0,0.0,0.0,yes
793,female,42.0,3rd,Q,Ireland,9232.0,7.15,0.0,0.0,no
794,male,46.0,2nd,S,Channel Islands,28403.0,26.0,0.0,0.0,no
795,male,19.0,3rd,Q,Ireland,370372.0,7.15,0.0,0.0,no
796,male,27.0,3rd,S,England,376566.0,16.02,1.0,0.0,no
797,female,19.0,3rd,S,England,376566.0,16.02,1.0,0.0,no
798,female,32.0,3rd,Q,Ireland,370368.0,7.15,0.0,0.0,no
799,female,62.0,3rd,S,England,392087.0,8.01,0.0,0.0,no
800,male,22.0,3rd,Q,Ireland,3130.0,7.15,0.0,0.0,no
801,female,32.0,3rd,S,England,343095.0,8.01,0.0,0.0,no
802,female,13.0,2nd,S,England,250644.0,19.1,0.0,1.0,yes
803,female,42.0,2nd,S,England,250644.0,19.1,0.0,1.0,yes
804,male,19.0,2nd,S,England,751.0,10.1,0.0,0.0,yes
805,male,48.0,3rd,S,Italy,11206.0,8.01,0.0,0.0,no
806,male,28.0,3rd,Q,Ireland,368703.0,7.15,0.0,0.0,no
807,male,31.0,2nd,S,England,248723.0,13.0,0.0,0.0,no
808,male,28.0,1st,C,United States,17604.0,82.0305,1.0,0.0,no
809,female,25.0,1st,C,United States,17604.0,82.0305,1.0,0.0,yes
810,male,21.0,3rd,S,Norway,345501.0,7.1506,0.0,0.0,yes
811,male,28.0,3rd,S,Bulgaria,349207.0,7.1711,0.0,0.0,no
812,male,23.0,3rd,S,England,359306.0,8.01,0.0,0.0,no
813,male,65.0,1st,C,United States,13509.0,26.11,0.0,0.0,no
814,male,48.0,2nd,S,Denmark,234360.0,13.0,0.0,0.0,no
815,male,44.0,1st,Q,United States,19928.0,90.0,2.0,0.0,no
816,female,33.0,1st,Q,United States,19928.0,90.0,1.0,0.0,yes
817,female,37.0,1st,Q,United States,19928.0,90.0,1.0,0.0,yes
818,male,24.0,3rd,S,Unknown,349233.0,7.1711,0.0,0.0,no
819,male,21.0,3rd,S,Bulgaria,349211.0,7.1711,0.0,0.0,no
820,male,72.0,2nd,S,England,24580.0,10.1,0.0,0.0,no
821,male,23.0,3rd,S,Unknown,349221.0,7.1711,0.0,0.0,no
822,female,23.0,3rd,Q,Ireland,330980.0,7.1707,0.0,0.0,yes
823,male,30.0,1st,C,United States,13236.0,57.15,1.0,0.0,yes
824,male,27.0,3rd,S,Norway,348123.0,7.13,0.0,0.0,no
825,male,55.0,1st,S,Canada,113787.0,30.1,0.0,0.0,no
826,male,27.0,2nd,S,England,211536.0,13.0,0.0,0.0,no
827,male,47.0,1st,S,United States,113796.0,42.08,0.0,0.0,no
828,male,19.0,3rd,S,England,54510.0,8.01,0.0,0.0,no
829,male,7.0,3rd,S,Unknown,392096.0,12.0906,0.0,1.0,yes
830,female,29.0,3rd,S,Unknown,392096.0,12.0906,0.0,1.0,yes
831,female,28.0,3rd,Q,Ireland,371110.0,24.03,1.0,0.0,yes
832,male,28.0,3rd,Q,Ireland,371110.0,24.03,1.0,0.0,no
833,male,54.0,2nd,S,United States,29011.0,14.0,0.0,0.0,no
834,male,38.0,2nd,S,England,250655.0,26.0,0.0,0.0,no
835,male,34.0,3rd,S,England,364506.0,8.01,0.0,0.0,no
836,male,30.0,3rd,Q,Ireland,372622.0,7.15,0.0,0.0,no
837,male,29.0,3rd,S,Norway,312991.0,7.1506,0.0,0.0,yes
838,female,35.0,3rd,C,Lebanon,2626.0,7.0407,0.0,0.0,yes
839,male,28.0,3rd,S,England,374746.0,8.01,0.0,0.0,no
840,male,4.0,3rd,C,Lebanon,2661.0,15.0411,1.0,1.0,yes
841,male,7.0,3rd,C,Lebanon,2661.0,15.0411,1.0,1.0,yes
842,female,25.0,3rd,C,Lebanon,2661.0,15.0411,0.0,2.0,yes
843,male,17.0,2nd,S,England,3.0,10.1,0.0,0.0,no
844,female,21.0,3rd,Q,Ireland,35852.0,7.1408,0.0,0.0,yes
845,female,25.0,3rd,Q,Ireland,382653.0,7.15,0.0,0.0,yes
846,male,22.0,3rd,S,England,3235.0,8.01,0.0,0.0,no
847,female,18.0,3rd,Q,Ireland,367230.0,15.1,1.0,0.0,yes
848,female,25.0,3rd,Q,Ireland,367230.0,15.1,1.0,0.0,yes
849,female,31.0,3rd,Q,Ireland,36568.0,15.1,0.0,0.0,yes
850,female,22.0,3rd,C,Lebanon,2649.0,7.0406,0.0,0.0,yes
851,male,18.0,3rd,S,Sweden,347078.0,7.15,0.0,0.0,no
852,male,63.0,2nd,Q,Ireland,240276.0,9.1309,0.0,0.0,no
853,male,22.0,3rd,S,Bulgaria,349206.0,7.1711,0.0,0.0,no
854,female,15.0,3rd,C,Lebanon,2667.0,7.0406,0.0,0.0,yes
855,male,17.0,3rd,C,Lebanon,2641.0,7.0407,0.0,0.0,no
856,female,1.0,3rd,C,Lebanon,2653.0,15.140999999999998,0.0,2.0,yes
857,male,21.0,3rd,C,Lebanon,2653.0,15.140999999999998,1.0,1.0,yes
858,female,19.0,3rd,C,Lebanon,2653.0,15.140999999999998,1.0,1.0,yes
859,male,36.0,3rd,S,England,3338.0,8.01,0.0,0.0,no
860,male,32.0,3rd,S,Unknown,349218.0,7.1711,0.0,0.0,no
861,male,20.0,3rd,C,Lebanon,2652.0,7.0407,0.0,0.0,no
862,male,28.0,2nd,C,United States,237736.0,30.0105,1.0,0.0,no
863,female,14.0,2nd,C,Lebanon,237736.0,30.0105,1.0,0.0,yes
864,male,20.0,3rd,C,Lebanon,2676.0,7.0406,0.0,0.0,no
865,male,36.0,1st,C,United States,17596.0,29.14,0.0,1.0,no
866,female,21.0,3rd,Q,Ireland,365237.0,7.15,0.0,0.0,no
867,male,2.0,2nd,S,France,230080.0,26.0,1.0,1.0,yes
868,male,3.0,2nd,S,France,230080.0,26.0,1.0,1.0,yes
869,male,32.0,2nd,S,Slovakia (Modern day),230080.0,26.0,0.0,2.0,no
870,male,22.0,3rd,S,Unknown,349234.0,7.1711,0.0,0.0,no
871,male,26.0,2nd,S,England,244368.0,13.0,0.0,0.0,no
872,female,31.0,1st,C,United States,35273.0,113.0506,1.0,0.0,yes
873,female,23.0,1st,C,United States,35273.0,113.0506,1.0,0.0,yes
874,male,58.0,1st,C,United States,35273.0,113.0506,0.0,2.0,no
875,female,19.0,1st,S,United States,11752.0,26.0508,0.0,2.0,yes
876,male,19.0,2nd,S,England,33112.0,36.15,1.0,1.0,no
877,male,60.0,1st,S,England,693.0,26.0,0.0,0.0,no
878,female,29.0,3rd,S,Finland,3101297.0,7.1806,0.0,0.0,no
879,male,28.0,3rd,S,Sweden,363611.0,8.01,0.0,0.0,no
880,female,18.0,3rd,S,Sweden,347066.0,7.1506,0.0,0.0,yes
881,female,26.0,3rd,S,Sweden,347470.0,7.1701,0.0,0.0,yes
882,male,21.0,3rd,S,Sweden,350410.0,7.1701,0.0,0.0,no
883,male,11.0,3rd,C,Lebanon,2651.0,11.040999999999999,1.0,0.0,yes
884,female,14.0,3rd,C,Lebanon,2651.0,11.040999999999999,1.0,0.0,yes
885,male,41.0,3rd,S,Finland,3101272.0,7.0206,0.0,0.0,no
886,male,39.0,3rd,S,United States,3101289.0,7.1806,0.0,0.0,yes
887,male,20.0,3rd,C,Lebanon,2697.0,7.0407,0.0,0.0,no
888,male,27.0,2nd,S,Scotland,218629.0,13.1,0.0,0.0,no
889,male,21.0,3rd,S,England,39886.0,7.16,0.0,0.0,no
890,male,20.0,1st,C,Germany,2166.0,13.1703,0.0,0.0,yes
891,female,29.0,2nd,S,United States,29395.0,10.1,0.0,0.0,yes
892,female,22.0,3rd,S,Sweden,347081.0,7.15,0.0,0.0,yes
893,male,60.0,3rd,S,Norway,345364.0,6.0409,0.0,0.0,no
894,male,21.0,3rd,Q,Ireland,330979.0,7.1607,0.0,0.0,no
895,female,26.0,3rd,Q,Ireland,370365.0,15.1,1.0,0.0,yes
896,male,27.0,3rd,Q,Ireland,370365.0,15.1,1.0,0.0,no
897,male,18.0,3rd,Q,Ireland,334912.0,7.1408,0.0,0.0,no
898,male,17.0,3rd,Q,Ireland,371060.0,7.15,0.0,0.0,no
899,male,23.0,3rd,Q,Ireland,366713.0,7.15,0.0,0.0,no
900,male,23.0,3rd,S,Sweden,7267.0,9.0406,0.0,0.0,no
901,female,24.0,3rd,Q,Ireland,330959.0,7.1707,0.0,0.0,yes
902,female,22.0,3rd,S,Sweden,347085.0,7.1506,0.0,0.0,yes
903,male,21.0,3rd,Q,Ireland,368402.0,7.15,0.0,0.0,yes
904,female,16.0,3rd,Q,Ireland,330919.0,7.1607,0.0,0.0,yes
905,female,39.0,1st,C,Spain,17758.0,108.18,0.0,0.0,yes
906,male,9.0,3rd,S,Norway,17368.0,3.0305,0.0,1.0,yes
907,male,28.0,3rd,S,Norway,4001.0,22.1006,0.0,0.0,no
908,male,42.0,3rd,S,United States,4579.0,8.0801,0.0,1.0,no
909,male,27.0,3rd,S,Norway,265302.0,7.0603,0.0,0.0,no
910,female,31.0,3rd,S,Sweden,350407.0,7.1701,0.0,0.0,no
911,male,28.0,3rd,S,Sweden,347464.0,7.1701,0.0,0.0,no
912,male,32.0,3rd,S,Sweden,347079.0,7.1506,0.0,0.0,yes
913,male,20.0,3rd,S,Norway,6563.0,9.0406,0.0,0.0,no
914,male,29.0,1st,C,France,12998.0,25.141,0.0,0.0,yes
915,female,23.0,3rd,S,Croatia,315085.0,8.1303,0.0,0.0,no
916,female,20.0,3rd,S,Croatia,315096.0,8.1303,0.0,0.0,no
917,male,20.0,3rd,S,Croatia,315094.0,8.1303,0.0,0.0,no
918,male,16.0,3rd,S,Sweden,7534.0,9.0404,0.0,0.0,no
919,female,22.0,1st,S,United States,113509.0,61.1907,0.0,1.0,yes
920,male,64.0,1st,S,United States,113509.0,61.1907,0.0,1.0,no
921,female,21.0,3rd,Q,Ireland,330909.0,7.1207,0.0,0.0,no
922,male,38.0,2nd,S,United States,28213.0,13.0,0.0,0.0,no
923,male,36.0,1st,C,Cuba,17562.0,27.1405,0.0,0.0,no
924,male,22.0,2nd,S,England,14260.0,10.1,0.0,0.0,yes
925,male,27.0,2nd,C,Spain,2146.0,13.1703,0.0,0.0,yes
926,male,23.0,2nd,S,Canada,244278.0,10.1,0.0,0.0,no
927,male,29.0,2nd,C,Spain,2147.0,13.1702,0.0,0.0,yes
928,male,2.0,3rd,S,Sweden,349909.0,21.0106,3.0,1.0,no
929,male,6.0,3rd,S,Sweden,349909.0,21.0106,3.0,1.0,no
930,female,3.0,3rd,S,Sweden,349909.0,21.0106,3.0,1.0,no
931,female,8.0,3rd,S,Sweden,349909.0,21.0106,3.0,1.0,no
932,female,29.0,3rd,S,Sweden,349909.0,21.0106,0.0,4.0,no
933,male,1.0,3rd,S,Finland,3101295.0,39.1309,4.0,1.0,no
934,male,15.0,3rd,S,United States,3101295.0,39.1309,4.0,1.0,no
935,male,7.0,3rd,S,Finland,3101295.0,39.1309,4.0,1.0,no
936,male,2.0,3rd,S,Finland,3101295.0,39.1309,4.0,1.0,no
937,male,16.0,3rd,S,Finland,3101295.0,39.1309,4.0,1.0,no
938,female,41.0,3rd,S,Finland,3101295.0,39.1309,0.0,5.0,no
939,male,17.0,2nd,S,Channel Islands,14888.0,10.1,0.0,0.0,no
940,male,21.0,2nd,B,Northern Ireland,239853.0,,0.0,0.0,no
941,female,59.0,2nd,S,United States,230433.0,26.0,0.0,1.0,yes
942,male,30.0,1st,B,England,112052.0,,0.0,0.0,no
943,male,40.0,1st,S,England,113043.0,28.1,0.0,0.0,no
944,male,21.0,3rd,S,Slovenia,315097.0,8.1303,0.0,0.0,no
945,male,20.0,3rd,S,England,358585.0,14.1,0.0,0.0,no
946,male,32.0,3rd,S,Croatia,349242.0,7.1711,0.0,0.0,no
947,male,23.0,1st,S,Canada,12749.0,93.1,0.0,0.0,no
948,male,0.583333333,3rd,S,England,3101315.0,13.1506,1.0,1.0,no
949,female,4.0,3rd,S,England,3101315.0,13.1506,1.0,1.0,no
950,female,26.0,3rd,S,England,3101315.0,13.1506,0.0,2.0,no
951,male,32.0,3rd,S,England,343271.0,7.0,0.0,0.0,no
952,female,22.0,1st,S,England,113776.0,66.12,1.0,0.0,yes
953,male,29.0,1st,S,England,113776.0,66.12,1.0,0.0,no
954,male,28.0,3rd,S,Norway,345498.0,7.1506,0.0,0.0,no
955,male,24.0,3rd,S,England,2817.0,8.01,0.0,0.0,no
956,male,21.0,3rd,S,Finland,3101294.0,7.1806,0.0,0.0,no
957,male,25.0,3rd,S,Finland,3101291.0,7.1806,0.0,0.0,no
958,female,22.0,1st,C,Spain,17758.0,108.18,1.0,0.0,yes
959,male,24.0,1st,C,Spain,17758.0,108.18,1.0,0.0,no
960,male,19.0,2nd,S,England,28665.0,10.1,0.0,0.0,no
961,male,24.0,3rd,S,England,21174.0,7.05,0.0,0.0,no
962,male,39.0,2nd,C,France,2131.0,15.01,0.0,0.0,no
963,female,33.0,1st,S,Canada,12749.0,93.1,0.0,0.0,yes
964,male,25.0,3rd,S,Sweden,347083.0,7.1506,1.0,0.0,yes
965,male,41.0,2nd,S,Germany,237393.0,13.0,0.0,0.0,no
966,female,28.0,3rd,S,Croatia,349245.0,7.1711,0.0,0.0,no
967,male,4.0,3rd,C,Lebanon,2668.0,22.0702,1.0,1.0,yes
968,female,2.0,3rd,C,Lebanon,2668.0,22.0702,1.0,1.0,yes
969,male,24.0,3rd,S,England,342441.0,8.01,0.0,0.0,no
970,female,28.0,3rd,Q,Ireland,330935.0,8.0209,0.0,0.0,no
971,male,19.0,3rd,S,Bulgaria,349212.0,7.1711,0.0,0.0,no
972,male,29.0,3rd,S,Bulgaria,349215.0,7.1711,0.0,0.0,no
973,female,18.0,3rd,S,Sweden,347087.0,7.1506,0.0,0.0,no
974,male,25.0,3rd,S,Sweden,347076.0,7.1506,1.0,0.0,no
975,male,52.0,1st,S,Canada,113786.0,30.1,0.0,0.0,yes
976,female,21.0,2nd,S,England,2.0,21.0,0.0,1.0,yes
977,female,19.0,2nd,S,England,250655.0,26.0,0.0,0.0,yes
978,male,43.0,2nd,S,England,2.0,21.0,0.0,1.0,no
979,male,33.0,3rd,S,Poland,392078.0,8.01,0.0,0.0,yes
980,female,32.0,2nd,S,Poland,234604.0,13.0,0.0,0.0,yes
981,male,27.0,3rd,S,Unknown,349227.0,7.1711,0.0,0.0,no
982,male,17.0,3rd,S,Croatia,315095.0,8.1303,0.0,0.0,no
983,male,24.0,3rd,S,Croatia,315092.0,8.1303,0.0,0.0,no
984,male,24.0,2nd,S,England,250647.0,13.0,0.0,0.0,no
985,male,30.0,2nd,C,United States,34644.0,12.1409,0.0,0.0,yes
986,male,46.0,1st,S,United States,110465.0,52.0,0.0,0.0,no
987,female,56.0,1st,C,United States,11767.0,83.0302,0.0,1.0,yes
988,male,27.0,2nd,C,United States,2168.0,15.0,0.0,0.0,no
989,male,16.0,3rd,C,Unknown,3411.0,8.1403,0.0,0.0,no
990,female,2.0,2nd,S,Unknown,26360.0,26.0,1.0,1.0,yes
991,female,8.0,2nd,S,Unknown,26360.0,26.0,1.0,1.0,yes
992,female,33.0,2nd,S,Unknown,26360.0,26.0,0.0,2.0,yes
993,male,27.0,3rd,S,Unknown,349223.0,7.1711,0.0,0.0,no
994,male,21.0,3rd,C,Lebanon,2679.0,7.0406,0.0,0.0,no
995,female,63.0,3rd,S,Norway,65305.0,8.0203,0.0,0.0,no
996,male,30.0,3rd,C,Lebanon,2629.0,7.0407,0.0,0.0,no
997,male,18.0,3rd,S,Wales,362316.0,7.05,0.0,0.0,no
998,male,36.0,2nd,S,England,17248.0,10.1,0.0,0.0,no
999,male,38.0,3rd,S,Bosnia,349249.0,7.1711,0.0,0.0,no
1000,male,33.0,2nd,S,Channel Islands,31027.0,21.0,1.0,0.0,no
1001,female,30.0,2nd,S,Channel Islands,31027.0,21.0,3.0,0.0,yes
1002,male,37.0,1st,C,Netherlands,19972.0,,0.0,0.0,no
1003,female,29.0,2nd,S,Spain,230434.0,13.0,0.0,0.0,yes
1004,male,21.0,3rd,S,England,342684.0,8.01,0.0,0.0,no
1005,male,33.0,1st,C,United States,17607.0,39.12,0.0,0.0,yes
1006,male,10.0,3rd,Q,Ireland,382652.0,29.0206,4.0,1.0,no
1007,male,4.0,3rd,Q,Ireland,382652.0,29.0206,4.0,1.0,no
1008,male,7.0,3rd,Q,Ireland,382652.0,29.0206,4.0,1.0,no
1009,male,2.0,3rd,Q,Ireland,382652.0,29.0206,4.0,1.0,no
1010,male,8.0,3rd,Q,Ireland,382652.0,29.0206,4.0,1.0,no
1011,female,39.0,3rd,Q,Ireland,382652.0,29.0206,0.0,5.0,no
1012,male,23.0,2nd,C,Unknown,2133.0,15.0,0.0,0.0,no
1013,male,0.75,2nd,S,England,29106.0,18.15,1.0,1.0,yes
1014,male,3.0,2nd,S,England,29106.0,18.15,1.0,1.0,yes
1015,female,24.0,2nd,S,England,29106.0,18.15,2.0,3.0,yes
1016,female,58.0,2nd,S,England,14258.0,10.1,0.0,0.0,yes
1017,male,22.0,1st,C,Unknown,17760.0,135.1208,0.0,0.0,no
1018,female,22.0,3rd,S,Finland,3101295.0,39.1309,0.0,0.0,no
1019,male,35.0,3rd,S,Finland,3101273.0,7.0206,0.0,0.0,no
1020,female,22.0,3rd,Q,Ireland,334915.0,7.1405,0.0,0.0,yes
1021,male,69.0,3rd,S,England,364498.0,14.1,0.0,0.0,no
1022,female,64.0,3rd,S,England,364498.0,14.1,0.0,0.0,no
1023,female,43.0,1st,S,United States,24160.0,211.0609,0.0,1.0,yes
1024,male,50.0,3rd,S,England,3337.0,14.1,1.0,0.0,no
1025,female,48.0,3rd,S,England,3337.0,14.1,1.0,0.0,no
1026,male,45.0,1st,C,England,17757.0,247.1006,0.0,0.0,no
1027,male,31.0,1st,S,United States,17590.0,50.0911,0.0,0.0,no
1028,male,18.0,2nd,S,England,28004.0,10.1,0.0,0.0,no
1029,male,30.0,3rd,S,Wales,23567.0,8.01,0.0,0.0,no
1030,male,45.0,1st,S,United States,111428.0,26.11,0.0,0.0,yes
1031,male,49.0,3rd,S,Norway,312993.0,7.1506,0.0,0.0,no
1032,male,39.0,1st,S,United States,113767.0,50.0,0.0,0.0,no
1033,female,2.0,3rd,S,Finland,370129.0,20.0403,1.0,1.0,no
1034,female,41.0,3rd,S,Finland,370129.0,20.0403,0.0,2.0,no
1035,male,18.0,3rd,S,Finland,370129.0,20.0403,1.0,1.0,no
1036,female,33.0,1st,C,France,17613.0,27.1405,0.0,0.0,yes
1037,male,46.0,1st,C,United States,17585.0,79.0,0.0,0.0,no
1038,male,36.0,1st,S,Canada,13049.0,40.0206,0.0,0.0,no
1039,female,33.0,1st,S,England,110152.0,86.1,0.0,0.0,yes
1040,female,26.0,3rd,S,Austria,342712.0,8.01,0.0,0.0,yes
1041,male,46.0,1st,C,United States,17603.0,59.08,1.0,0.0,no
1042,female,54.0,1st,C,United States,17603.0,59.08,1.0,0.0,yes
1043,male,55.0,3rd,S,England,3594.0,8.01,0.0,0.0,no
1044,male,59.0,1st,S,Peru,113790.0,26.11,0.0,0.0,no
1045,female,22.0,2nd,S,Channel Islands,31026.0,10.1,0.0,0.0,yes
1046,male,17.0,3rd,S,England,20589.0,8.01,0.0,0.0,no
1047,male,24.0,3rd,Q,Ireland,383162.0,7.15,0.0,0.0,yes
1048,male,30.0,3rd,Q,Ireland,371110.0,24.03,0.0,0.0,no
1049,male,13.0,1st,C,United States,17608.0,262.0706,2.0,2.0,yes
1050,female,18.0,1st,C,United States,17608.0,262.0706,2.0,2.0,yes
1051,female,21.0,1st,C,United States,17608.0,262.0706,2.0,2.0,yes
1052,male,61.0,1st,C,United States,17608.0,262.0706,1.0,3.0,no
1053,female,48.0,1st,C,United States,17608.0,262.0706,1.0,3.0,yes
1054,male,30.0,3rd,C,Lebanon,2671.0,7.0407,0.0,0.0,no
1055,male,27.0,3rd,C,Lebanon,2672.0,7.0406,0.0,0.0,no
1056,male,47.0,1st,S,England,19988.0,30.1,0.0,0.0,yes
1057,male,19.0,3rd,Q,Ireland,367655.0,7.1407,0.0,0.0,no
1058,male,17.0,3rd,S,England,1855.0,7.111000000000001,0.0,0.0,no
1059,male,43.0,3rd,S,Norway,3101262.0,7.05,0.0,0.0,no
1060,male,13.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1061,male,5.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1062,female,8.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1063,female,14.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1064,female,10.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1065,female,21.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1066,male,18.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1067,male,17.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1068,male,20.0,3rd,S,England,2343.0,69.11,8.0,2.0,no
1069,male,45.0,3rd,S,England,2343.0,69.11,1.0,9.0,no
1070,female,45.0,3rd,S,England,2343.0,69.11,1.0,9.0,no
1071,female,24.0,1st,C,Unknown,17477.0,69.06,0.0,0.0,yes
1072,male,24.0,3rd,S,Sweden,7266.0,9.0606,0.0,0.0,no
1073,female,21.0,3rd,S,Norway,343120.0,7.13,0.0,0.0,yes
1074,male,43.0,1st,S,United States,111163.0,26.0,0.0,0.0,yes
1075,male,29.0,3rd,S,United States,3101296.0,7.1806,0.0,0.0,no
1076,male,17.0,3rd,C,Lebanon,2662.0,21.1307,2.0,0.0,no
1077,male,40.0,3rd,C,Lebanon,2662.0,21.1307,2.0,0.0,no
1078,male,16.0,3rd,C,Lebanon,2662.0,21.1307,2.0,0.0,no
1079,female,1.0,3rd,S,Sweden,9549.0,16.14,1.0,1.0,yes
1080,female,4.0,3rd,S,Sweden,9549.0,16.14,1.0,1.0,yes
1081,female,24.0,3rd,S,Sweden,9549.0,16.14,0.0,2.0,yes
1082,male,21.0,3rd,S,Belgium,345768.0,9.1,0.0,0.0,yes
1083,male,19.0,3rd,S,England,2151.0,8.01,0.0,0.0,no
1084,male,24.0,3rd,S,England,342826.0,8.01,0.0,0.0,no
1085,male,22.0,3rd,Q,Ireland,36209.0,7.1406,0.0,0.0,no
1086,female,35.0,1st,C,Germany,13236.0,57.15,1.0,0.0,yes
1087,male,29.0,3rd,S,Belgium,345779.0,9.1,0.0,0.0,yes
1088,male,22.0,2nd,S,England,248659.0,13.0,0.0,0.0,no
1089,male,42.0,3rd,S,Unknown,349222.0,7.1711,0.0,0.0,no
1090,male,28.0,2nd,S,England,244361.0,13.0,0.0,0.0,no
1091,male,10.0,3rd,C,Lebanon,2622.0,4.0,0.0,0.0,no
1092,female,30.0,1st,S,Unknown,113798.0,31.0,0.0,0.0,yes
1093,male,34.0,1st,S,United States,113794.0,26.11,0.0,0.0,yes
1094,male,35.0,3rd,S,Ireland,370160.0,,,,no
1095,male,29.0,2nd,S,England,244358.0,26.0,0.0,0.0,no
1096,male,27.0,3rd,Q,Ireland,370374.0,7.15,0.0,0.0,no
1097,male,19.0,3rd,C,Unknown,2698.0,7.0406,0.0,0.0,no
1098,male,55.0,3rd,S,England,6212.0,15.02,0.0,0.0,no
1099,female,25.0,2nd,S,United States,230433.0,26.0,0.0,1.0,yes
1100,male,26.0,3rd,C,Lebanon,2631.0,7.0406,0.0,0.0,no
1101,female,20.0,3rd,Q,Ireland,330968.0,7.1607,0.0,0.0,yes
1102,male,22.0,3rd,S,England,374910.0,8.01,0.0,0.0,no
1103,female,40.0,1st,S,United States,17582.0,153.0903,0.0,0.0,yes
1104,female,17.0,2nd,S,Finland,250652.0,13.0,0.0,2.0,yes
1105,male,35.0,1st,S,United States,17475.0,26.0509,0.0,0.0,yes
1106,female,39.0,1st,C,United States,13507.0,55.18,1.0,0.0,yes
1107,male,51.0,1st,C,United States,13507.0,55.18,1.0,0.0,no
1108,male,40.0,3rd,S,England,392082.0,8.01,0.0,0.0,no
1109,male,56.0,1st,S,Switzerland,13213.0,35.1,0.0,0.0,yes
1110,female,20.0,2nd,S,England,33112.0,36.15,0.0,0.0,yes
1111,female,30.0,2nd,S,Finland,250648.0,13.0,0.0,0.0,yes
1112,male,22.0,3rd,C,Turkey,2669.0,7.0407,0.0,0.0,no
